현재 몇학년이신가요? (4학년 이상은 4학년에 체크),학부는 어디인가요?,,어느 도시에서 공부하고 있나요?,나라 레이블,당신의 도시나 나라에서 ChatGPT는 금지되었나요?,대학에서 ChatGPT 사용이 금지되었나요?,ChatGPT 사용에 익숙하신가요?,학문적 작업에 ChatGPT를 사용해본 적이 있나요?,주당 공부 시간은 얼마나 되나요?,ChatGPT를 제외한 공부 도구 중 가장 자주 사용하는 것은 무엇인가요?,그 도구의 단점은 무엇인가요?,공부 이외의 목적으로 ChatGPT를 가장 많이 사용하는 이유는 무엇인가요?,다음 중 ChatGPT의 장점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [집중도 향상],다음 중 ChatGPT의 장점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [효율적인 학습],다음 중 ChatGPT의 장점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [창의력],다음 중 ChatGPT의 장점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [동기부여],다음 중 ChatGPT의 장점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [시간절약],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Being overdependent],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Lack of creativity],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Induce laziness or deteriorate motivation],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Reduce self-accomplishment and improvement],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Ethical issue],다음 중 ChatGPT의 단점을 1(별로 못느낀다)에서 5(많이 느낀다)까지 평가해주세요. [Impersonal learning experience],ChatGPT는 학문적으로 적합하다,"대학에서 ChatGPT 사용이 금지된다면, 이 정책에 동의하시나요?",대학은 ChatGPT 사용을 장려해야 한다,대학은 ChatGPT 사용법 교육을 제공해야 한다,3년 이내에 ChatGPT가 교육에 없어서는 안 될 도구가 될 것이라고 생각하시나요?,ChatGPT는 복잡한 주제를 이해하는 데 도움을 준다,공부할때 ChatGPT를 사용하는 것이 편안하다,ChatGPT가 3년 안에 대학교육의 표준 도구가 될 것이라고 생각하시나요?,ChatGPT 사용이 나의 성적 향상에 도움이 될 것이다,ChatGPT를 어떤 목적으로 유용하게 사용하셨나요?,기존 온라인 검색에 비해 ChatGPT는 시간을 더 절약해준다,학문적 목적으로 ChatGPT를 사용하면서 어려움을 겪은 적이 있나요?,"있다면, 그 어려움은 무엇인가요?",왜 ChatGPT를 사용하시나요?,동료나 친구에게 ChatGPT를 추천하시겠나요?,알고 있던 ChatGPT의 문제점을 모두 체크해 주세요 [Trained data up to 2021 ],알고 있던 ChatGPT의 문제점을 모두 체크해 주세요 [할루시Yes이션 현상(Ex. 세종대왕 맥북 사용썰) ],알고 있던 ChatGPT의 문제점을 모두 체크해 주세요 [Training data biases],알고 있는 ChatGPT의 문제점을 모두 체크해 주세요 [Dependence on Training Data],알고 있던 ChatGPT의 문제점을 모두 체크해 주세요 [Unable to access the internet],ChatGPT의 문제점들을 이해하고 있나요?,ChatGPT로부터 받은 정보의 신뢰도를 검증하시나요?,ChatGPT로부터 받은 정보를 다른 출처와 비교 검증하시나요?,어떻게 ChatGPT에 질문하시나요? [기본적인 한 두 줄의 질문],어떻게 ChatGPT에 질문하시나요? [Few-shot (GPT에게 필요한 정보를 주입해 원하는 결과를 도출 )],"어떻게 ChatGPT에 질문하시나요? [Emphasizing (capital letters, brackets etc)]","어떻게 ChatGPT에 질문하시나요? [ChatGPT에게 역할 부여하기(예시: 과외 선생님, For self debate 상대)]",어떻게 ChatGPT에 질문하시나요? [Step by step lists ],ChatGPT에게 하는 질문(프롬프트)을 적절하게 작성할 수 있나요?,ChatGPT가 당신의 질문을 잘못 이해한 적이 있나요?,"있다면, 얼마나 자주 그런 일이 발생하나요?",ChatGPT에서 얻은 정보를 학문적 작업에 얼마나 능숙하게 통합하시나요?,ChatGPT에서 얻은 정보를 학문 작업에 참조하는 것에 편안하게 느끼시나요?,ChatGPT 사용의 윤리적 고려사항을 알고 계신가요?,어떤 Ethical issue를 인지하고 계신가요?,ChatGPT가 학업 성과에 긍정적인 영향을 줬나요?,ChatGPT를 통한 학습경험을 어떻게 평가하시나요?,학습 도구로 ChatGPT를 사용할 수 없게 된다면 어떻게 느끼시나요?
Freshman,Engineering,,,South Korea,No,No,No,4,Between 10 - 20 hours,Google,"Time consuming, Irrelevant information",Writing resumes,2,4,3,3,4,4,2,3,1,1,3,4,2,3,4,5,5,5,2,4,"To understand new concepts, To write an assignment, For self debate",4,Yes,"Inaccurate of information, Generating irrelevant content","New ideas, Instant response and feedback",5,No,Yes,Yes,,No,3,5,Yes,Yes,No,Yes,No,Yes,3,Yes,4,3,4,3,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper)",5,5,2
Sophomore,Medicine,,,South Korea,No,No,Yes,4,Between 10 - 20 hours,Library books / Textbooks,Time consuming,Quoting cliché phrases for self-introductions and letters,2,4,2,2,4,3,3,4,4,4,4,3,4,2,5,4,3,2,4,3,To research information,4,Yes,Unreliable source,Instant response and feedback,4,Yes,No,Yes,,Yes,4,4,Yes,No,Yes,No,No,Yes,4,Yes,2,3,3,5,Intellectual Property (Ex. Usage of unauthorized IP during model training),4,4,2
Junior,Engineering,,,South Korea,No,No,No,4,Less than 10 hours,Library books / Textbooks,"Time consuming, Too much information",Setting problem-solving directions through abstract responses,4,3,2,3,4,4,5,4,3,3,4,3,2,4,4,3,2,4,1,3,To write an assignment,3,Yes,"Inaccurate of information, Format and structure, Unreliable source",Instant response and feedback,4,Yes,No,Yes,,No,3,5,Yes,Yes,Yes,No,No,Yes,2,Yes,3,3,4,3,Biased (Ex. Politically biased information based on trained data),4,4,2
Sophomore,Engineering,,,South Korea,No,No,Yes,5,Between 30 - 40 hours,Library books / Textbooks,Too much information,Not used for purposes other than studying,3,5,2,2,5,4,4,4,2,1,2,5,1,5,5,5,5,4,5,2,"To understand new concepts, To research information, To solve problems",5,Yes,"Inaccurate of information, Generating irrelevant content, Unreliable source",Instant response and feedback,5,Yes,Yes,Yes,,Yes,5,5,Yes,Yes,Yes,No,No,Yes,4,No,,5,5,1,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,2
Senior,Engineering,,,South Korea,No,No,Yes,4,Between 10 - 20 hours,Library books / Textbooks,"Time consuming, Too much information",Convenient for program writing,4,3,2,4,3,3,4,4,4,4,3,4,2,4,4,5,5,5,5,4,"To generate ideas, To understand new concepts, To solve problems",4,No,,"New ideas, Problem solving, Instant response and feedback",5,Yes,Yes,Yes,,Yes,4,4,No,No,Yes,Yes,Yes,Yes,4,Yes,2,4,4,2,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper)",4,5,1
Senior,Social Science,,,South Korea,No,I don't know,No,3,Between 20 - 30 hours,Library books / Textbooks,Time consuming,For assignments,2,4,1,3,4,2,3,3,1,1,1,3,3,3,4,3,4,4,3,3,To write an assignment,4,Yes,"Inaccurate of information, Format and structure",Problem solving,3,No,No,No,,No,2,4,Yes,Yes,No,No,No,No,2,Yes,4,2,3,1,Plagiarism (Ex. Writing report paper),4,4,2
Senior,Social Science,,,South Korea,No,No,Yes,4,Less than 10 hours,Google,Incorrect information,To get guidance,4,2,5,3,5,5,1,5,5,5,5,2,2,2,4,5,5,5,1,4,To research information,5,Yes,Inaccurate of information,Instant response and feedback,5,Yes,Yes,Yes,,Yes,5,5,Yes,No,Yes,No,No,Yes,5,Yes,3,4,5,5,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",5,5,2
Junior,Engineering,,,South Korea,No,No,Yes,4,Less than 10 hours,Google,"Time consuming, Too much information",Convenient for translating English sentences into Korean one by one,4,5,3,3,5,5,5,5,5,5,5,3,2,3,4,5,5,5,3,3,"To understand new concepts, To write an assignment, To research information, To solve problems, 아두이노 코드 작성, 논문 한문장씩 번역",4,Yes,"Generating irrelevant content, Unreliable source, 회로 문제를 해결할 수 없음","Problem solving, Instant response and feedback",4,Yes,Yes,Yes,,Yes,4,4,Yes,Yes,Yes,Yes,Yes,No,4,Yes,2,3,3,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,4,1
Senior,Science,,,South Korea,No,No,Yes,5,More than 50 hours,Google,Time consuming,Used solely for learning,3,5,4,5,5,5,4,5,5,3,5,5,1,5,5,5,5,5,3,5,"To understand new concepts, To write an assignment, To research information, To solve problems",5,Yes,Inaccurate of information,Problem solving,5,Yes,Yes,Yes,,Yes,5,4,Yes,Yes,Yes,No,No,Yes,5,Yes,3,4,4,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper)",5,5,1
Senior,Arts,,,South Korea,No,No,Yes,3,More than 50 hours,Youtube,"Time consuming, Too much information",Provides well-written phrases,1,4,2,1,5,4,4,4,4,5,4,2,1,5,5,5,2,1,1,1,상황에맞는 문구 작성,4,Yes,"Inaccurate of information, Unreliable source","Instant response and feedback, 검색시간이 빨라져서",5,No,Yes,Yes,,No,4,5,Yes,Yes,Yes,Yes,Yes,No,3,Yes,4,2,1,2,Intellectual Property (Ex. Usage of unauthorized IP during model training),2,2,2
Sophomore,Arts,,,Germany,I don't know,I don't know,No,3,Between 20 - 30 hours,"Friends, collegues, professors","Incorrect information, Too much information",Provides faster and concise answers,1,4,3,2,4,3,3,3,2,4,2,2,4,1,3,5,5,5,4,1,"To research information, To solve problems",5,Yes,"Format and structure, Biased or subjective responses, Unreliable source",Problem solving,2,No,No,Yes,,No,4,2,No,Yes,No,No,Yes,No,2,Yes,2,1,3,5,Plagiarism (Ex. Writing report paper),3,2,4
Freshman,Engineering,,,South Korea,No,No,Yes,5,Less than 10 hours,Google,Irrelevant information,Answers are clear,5,5,5,5,5,2,3,2,1,2,1,4,2,3,4,4,5,5,4,3,"To understand new concepts, To research information, To solve problems",5,Yes,"Inaccurate of information, Generating irrelevant content",Instant response and feedback,5,No,No,No,,Yes,3,4,No,Yes,No,No,No,Yes,3,Yes,4,4,4,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper)",5,5,1
Junior,Social Science,,,Hong Kong,No,No,Yes,4,Between 30 - 40 hours,Youtube,Incorrect information,Useful for repetitive tasks when it's too bothersome,2,4,1,1,5,3,5,3,5,2,2,3,2,3,4,5,4,3,5,3,"To generate ideas, To understand new concepts, To write an assignment, To research information",4,Yes,"Inaccurate of information, Generating irrelevant content, Real time based info가 아닌 2021년 까지의 정보만 있어서 최신성이 떨어짐","New ideas, Instant response and feedback, 간단한 작업 처리",4,Yes,Yes,Yes,,Yes,5,3,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,2,3,3,4,"Biased (Ex. Politically biased information based on trained data), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,3,2
Junior,Social Science,,,Hong Kong,No,No,Yes,2,Less than 10 hours,Google,Too much information,Not used for other purposes,2,4,4,2,5,3,2,4,3,2,2,4,2,4,5,4,5,3,3,3,To generate ideas,3,Yes,Unreliable source,"New ideas, Instant response and feedback",4,No,Yes,No,,No,4,5,Yes,No,Yes,No,No,Yes,3,Yes,2,3,1,3,Plagiarism (Ex. Writing report paper),3,3,4
Junior,Engineering,,,Hong Kong,I don't know,No,Yes,5,Between 30 - 40 hours,Google,"Irrelevant information, Too much information",None,2,4,2,2,5,5,5,5,2,3,4,4,1,3,4,3,4,5,3,4,"To generate ideas, To write an assignment, To research information, To solve problems",5,Yes,"Inaccurate of information, Unreliable source",Instant response and feedback,5,Yes,Yes,Yes,,No,4,4,Yes,Yes,Yes,No,No,Yes,2,Yes,4,4,4,3,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,4
Sophomore,Engineering,,,South Korea,No,No,Yes,5,Between 10 - 20 hours,Google,Time consuming,To easily organize various information I've found,2,4,2,3,4,3,3,1,1,1,2,4,1,5,5,5,2,4,4,5,"To understand new concepts, To write an assignment, To research information",4,Yes,Generating irrelevant content,Problem solving,5,Yes,Yes,No,,Yes,4,1,No,Yes,Yes,Yes,Yes,Yes,5,Yes,3,4,5,2,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,5,5
Senior,Medicine,,,South Korea,No,No,No,1,More than 50 hours,Library books / Textbooks,Too much information,Fun,2,3,1,2,4,3,3,4,5,4,5,2,4,1,4,3,2,1,1,1,사용하지 않음,2,Yes,Unreliable source,Instant response and feedback,1,No,No,Yes,,Yes,3,5,Yes,Yes,No,No,No,Yes,1,No,2,1,1,1,Biased (Ex. Politically biased information based on trained data),1,1,3
Senior,Social Science,,,South Korea,No,No,No,3,Less than 10 hours,Google,Incorrect information,Checking grammar and syntax for a second language,3,4,3,2,4,4,4,4,2,2,4,4,2,4,5,3,2,4,3,4,"To write an assignment, To research information",4,Yes,"Inaccurate of information, Generating irrelevant content, Unreliable source, 정보에 대한 출처달라하면 안줌ㅋㅋ",New ideas,4,Yes,No,No,,Yes,4,5,Yes,Yes,Yes,No,Yes,Yes,4,Yes,2,4,4,2,Plagiarism (Ex. Writing report paper),4,4,3
Senior,Social Science,,,South Korea,No,No,Yes,2,Between 10 - 20 hours,Library books / Textbooks,Irrelevant information,When I want to find answers to multiple questions at once,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,To understand new concepts,4,Yes,"Inaccurate of information, Unreliable source","Instant response and feedback, Providing personal learning needs",4,No,Yes,Yes,,Yes,4,5,Yes,No,Yes,Yes,Yes,Yes,5,Yes,2,2,2,2,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Crime (Ex. Produce scam contents), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,5
Freshman,Engineering,,,South Korea,No,No,Yes,2,Between 20 - 30 hours,Google,Time consuming,"Easy way to get light answers, and also for fun (How will GPT respond?)",1,4,1,3,3,5,5,5,4,4,4,3,2,3,4,4,5,3,3,2,"To generate ideas, To understand new concepts, To research information, To solve problems",4,Yes,"Inaccurate of information, Generating irrelevant content, Unreliable source",Providing personal learning needs,5,Yes,Yes,No,,Yes,4,4,Yes,Yes,Yes,No,No,Yes,3,Yes,3,2,2,3,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,3,2
Sophomore,Engineering,,,Hong Kong,I don't know,Yes,Yes,3,Between 10 - 20 hours,Google,Too much information,Almost none,3,4,1,1,5,5,5,5,3,3,2,4,2,3,2,4,2,4,2,5,"To write an assignment, To research information, To solve problems",5,Yes,Inaccurate of information,"Problem solving, Instant response and feedback",4,Yes,Yes,No,,Yes,4,4,Yes,Yes,Yes,No,No,Yes,2,Yes,2,4,4,4,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,2
Freshman,Education,,,South Korea,No,No,No,3,Between 10 - 20 hours,"Friends, collegues, professors",Time consuming,Helps discover unexpected insights,5,5,5,5,5,3,3,4,4,5,4,3,4,3,4,5,4,4,4,5,"To generate ideas, To understand new concepts, To solve problems",5,No,,"New ideas, Instant response and feedback",5,No,No,Yes,,Yes,3,4,No,Yes,Yes,No,No,Yes,3,Yes,2,3,3,2,Intellectual Property (Ex. Usage of unauthorized IP during model training),4,4,2
Freshman,Business Administration,,,Japan,No,No,Yes,5,Between 20 - 30 hours,Google,Incorrect information,Writing emails,3,4,1,2,4,4,4,4,2,3,2,4,2,4,4,5,5,5,4,2,"To generate ideas, To write an assignment, To research information, To solve problems",4,Yes,"Inaccurate of information, Generating irrelevant content, Unreliable source","New ideas, Providing personal learning needs",4,Yes,No,Yes,,No,4,3,No,Yes,Yes,No,No,Yes,4,Yes,2,4,5,2,"Plagiarism (Ex. Writing report paper), Crime (Ex. Produce scam contents)",4,4,2
Senior,Engineering,,,South Korea,No,No,No,3,More than 50 hours,"Friends, collegues, professors",Time consuming,None,3,3,2,1,3,3,4,1,1,1,1,5,1,3,5,5,1,1,3,1,"To understand new concepts, To write an assignment",2,Yes,"Inaccurate of information, Biased or subjective responses, Unreliable source",Problem solving,3,Yes,Yes,Yes,,Yes,5,5,Yes,No,Yes,No,No,No,3,Yes,4,3,2,5,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,3,3
Freshman,Engineering,,,South Korea,No,No,Yes,4,Between 30 - 40 hours,"Friends, collegues, professors",Incorrect information,Rarely used for questions outside my major... maybe for translating English sentences?,3,5,2,2,5,4,4,5,4,3,4,3,4,3,3,4,4,2,3,4,To research information,4,Yes,"Inaccurate of information, Unreliable source",Instant response and feedback,2,No,Yes,No,,No,2,2,No,Yes,No,No,No,Yes,4,No,1,3,3,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Crime (Ex. Produce scam contents)",4,3,2
Senior,Business Administration,,,South Korea,No,No,No,2,Between 30 - 40 hours,Google,Time consuming,For fun (out of boredom),1,4,1,2,4,4,4,3,2,3,4,3,4,5,5,3,4,3,3,2,To understand new concepts,5,Yes,최신정보의 부재,Instant response and feedback,5,Yes,No,No,,Yes,3,1,No,No,Yes,No,No,Yes,2,No,1,2,1,4,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,2,2
Junior,Engineering,,,Hong Kong,No,I don't know,No,3,Between 10 - 20 hours,Google,Too much information,"Assignments, brainstorming",1,3,2,1,5,4,4,5,2,4,4,2,4,2,4,1,2,2,1,3,"To generate ideas, To research information",4,Yes,Inaccurate of information,"New ideas, Problem solving",3,No,No,No,,No,1,3,Yes,Yes,Yes,Yes,No,No,2,Yes,3,3,4,2,Intellectual Property (Ex. Usage of unauthorized IP during model training),3,3,4
Senior,Science,,,South Korea,No,No,No,4,Less than 10 hours,Youtube,"Incorrect information, Too much information",Convenient for summarizing a lot of information,2,4,2,2,4,3,3,4,3,3,2,4,1,5,5,5,5,4,3,4,"To generate ideas, To write an assignment",4,Yes,"Inaccurate of information, Biased or subjective responses, Unreliable source","New ideas, Instant response and feedback",5,Yes,No,Yes,,No,2,3,Yes,Yes,No,No,Yes,No,2,Yes,3,3,2,2,"Biased (Ex. Politically biased information based on trained data), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,5,1
Junior,Business Administration,,,South Korea,No,No,Yes,4,Between 20 - 30 hours,Library books / Textbooks,Time consuming,Used to reference scholars' opinions or change the writing style when creating content for information delivery purposes,1,4,2,4,4,2,4,4,1,1,1,3,1,4,5,5,4,5,4,3,"To generate ideas, To write an assignment, To research information, To solve problems",5,Yes,"Inaccurate of information, Biased or subjective responses, Unreliable source","New ideas, Problem solving, Instant response and feedback, Providing personal learning needs",5,Yes,Yes,Yes,,No,4,4,No,No,Yes,Yes,Yes,No,4,Yes,2,4,5,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Crime (Ex. Produce scam contents), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,5,1
Freshman,Engineering,,,South Korea,No,No,Yes,4,Between 10 - 20 hours,Library books / Textbooks,Time consuming,For quickly acquiring information,2,2,2,2,5,4,4,4,4,4,4,3,4,2,4,2,2,4,2,3,"To write an assignment, To research information",4,Yes,Inaccurate of information,Problem solving,4,Yes,Yes,Yes,,Yes,4,4,Yes,Yes,Yes,No,No,No,4,Yes,4,4,3,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,3
Junior,Social Science,,,Hong Kong,Yes,Yes,No,4,Less than 10 hours,Google,Too much information,Speed,1,4,2,1,5,5,3,5,5,1,5,3,5,4,4,3,5,4,3,4,"To write an assignment, To research information",5,Yes,"Inaccurate of information, Biased or subjective responses",Problem solving,3,No,No,No,,No,2,1,Yes,Yes,No,No,No,Yes,1,Yes,4,2,1,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper)",1,3,3
Senior,Business Administration,,,South Korea,No,No,Yes,5,Between 10 - 20 hours,Google,"Incorrect information, Irrelevant information, Too much information","Writing self-introductions, writing scripts",3,3,4,3,4,2,2,3,1,4,2,5,1,5,5,5,5,5,5,5,"To generate ideas, To understand new concepts, To write an assignment",5,Yes,"Inaccurate of information, Format and structure, Biased or subjective responses, Unreliable source","Problem solving, Instant response and feedback, Providing personal learning needs",5,Yes,Yes,Yes,,No,4,5,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,4,4,4,5,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",5,5,5
Sophomore,Arts,,,South Korea,No,No,Yes,3,Between 10 - 20 hours,Google,"Time consuming, Too much information",When bored or when I want to get information without looking it up one by one,2,2,3,3,3,3,4,4,5,5,5,2,4,1,5,3,2,2,1,2,"To generate ideas, To research information, To solve problems",3,Yes,"Inaccurate of information, Biased or subjective responses, Unreliable source","New ideas, Instant response and feedback",3,No,Yes,Yes,,Yes,4,3,Yes,Yes,No,No,No,Yes,4,Yes,4,3,2,5,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Crime (Ex. Produce scam contents), Intellectual Property (Ex. Usage of unauthorized IP during model training)",3,3,4
Freshman,Medicine,,,South Korea,No,No,Yes,3,Less than 10 hours,Google,Too much information,Easy to ask questions,3,2,3,3,2,2,2,1,3,3,2,3,2,3,2,4,4,4,4,2,"To generate ideas, To understand new concepts, To research information, To solve problems",4,Yes,Inaccurate of information,Instant response and feedback,3,No,No,Yes,,Yes,2,3,Yes,Yes,No,No,Yes,Yes,4,Yes,4,4,2,4,Biased (Ex. Politically biased information based on trained data),4,4,3
Junior,Social Science,,,South Korea,No,No,No,3,Less than 10 hours,Google,"Time consuming, Too much information",Because it's a current trend,3,5,3,3,5,5,2,2,2,3,2,4,1,5,5,4,5,5,4,3,"To write an assignment, To research information",5,Yes,"Inaccurate of information, Unreliable source",Instant response and feedback,3,Yes,No,No,,Yes,3,2,No,Yes,Yes,No,No,No,2,No,1,2,3,3,Plagiarism (Ex. Writing report paper),2,3,4
Junior,Business Administration,,,Hong Kong,Yes,Yes,No,3,More than 50 hours,Google,Irrelevant information,None,4,5,2,2,4,4,5,5,4,4,2,2,2,5,5,4,2,1,3,2,To write an assignment,4,Yes,Inaccurate of information,Problem solving,3,Yes,No,No,,No,2,1,No,Yes,No,No,No,Yes,3,Yes,4,4,3,2,Plagiarism (Ex. Writing report paper),2,2,3
Sophomore,Engineering,,hong kong,Hong Kong,Yes,Yes,Yes,1,Between 10 - 20 hours,Google,Sometimes it doesn't give my desired answers,Never,1,4,2,2,5,5,3,4,4,1,4,3,2,2,5,4,2,1,5,5,"To understand new concepts, To write an assignment, To research information",3,No,Don't use gpt,Don't use gpt,5,No,No,No,No,No,1,1,No,No,No,No,No,No,1,No,,1,1,1,Don't use gpt,1,3,3
Senior,Social Science,,"Clear Water Bay, Hong Kong",Hong Kong,No,No,Yes,5,Between 30 - 40 hours,Youtube,"Incorrect information, Irrelevant information",Getting necessary information such as food or health ,2,5,2,3,5,4,4,2,4,3,2,4,1,4,3,5,5,5,5,5,"To generate ideas, To understand new concepts, To write an assignment, To research information, To solve problems, For self debate",4,Yes,"Inaccurate of information, Unreliable source","New ideas, Problem solving, Instant response and feedback, Providing personal learning needs",5,No,No,No,Yes,No,4,4,Yes,Yes,No,Yes,No,Yes,4,Yes,4,4,4,4,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",4,4,1
Sophomore,Engineering,,Hongkong,Hong Kong,Yes,Yes,No,4,Between 20 - 30 hours,Google,Too much information,Convenient,2,3,2,3,5,5,4,4,4,2,4,4,2,4,4,5,5,4,2,5,"To research information, To solve problems",5,Yes,"Inaccurate of information, Generating irrelevant content","Problem solving, Instant response and feedback",5,No,No,No,No,No,2,2,No,Yes,No,No,No,No,2,Yes,3,2,4,2,Plagiarism (Ex. Writing report paper),4,4,1
Junior,Science,,Hong Kong,Hong Kong,No,No,Yes,4,Between 20 - 30 hours,Google,"Irrelevant information, Too much information",No other purpose,2,4,4,2,4,4,2,4,4,4,4,3,3,3,2,2,4,2,4,2,"To understand new concepts, To write an assignment, To research information",2,Yes,"Inaccurate of information, Unreliable source","New ideas, Problem solving, Instant response and feedback, Providing personal learning needs",3,Yes,Yes,Yes,Yes,No,3,2,Yes,Yes,Yes,No,No,Yes,2,Yes,5,2,2,3,"Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",2,3,4
Junior,Science,,Hong Kong,Hong Kong,Yes,Yes,Yes,3,Between 20 - 30 hours,Youtube,"Time consuming, Irrelevant information",Barely use,1,1,1,1,5,3,5,5,5,1,3,3,2,4,3,4,2,2,3,2,"To write an assignment, To solve problems",4,Yes,"Inaccurate of information, Generating irrelevant content, Unreliable source","Problem solving, Instant response and feedback",3,Yes,No,No,No,No,2,2,No,Yes,No,No,No,No,3,Yes,2,3,3,1,Plagiarism (Ex. Writing report paper),2,2,1
Senior,Science,,Hong Kong,Hong Kong,Yes,No,Yes,5,Between 10 - 20 hours,Youtube,Time consuming,Coding,3,5,2,3,5,3,3,3,3,1,1,3,1,5,5,5,5,5,5,5,"To generate ideas, To understand new concepts, To write an assignment, To research information, To solve problems",5,No,"Inaccurate of information, Unreliable source","New ideas, Problem solving, Instant response and feedback",5,Yes,No,Yes,Yes,Yes,4,4,No,Yes,Yes,Yes,Yes,Yes,4,Yes,4,5,5,5,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",5,5,2
Senior,Engineering,,West Lafayette,U.S.A,I don't know,Yes,Yes,3,  ,"Friends, collegues, professors",Time consuming,"writing essay, searching tools",2,4,2,2,5,5,4,4,4,2,3,3,2,2,4,2,4,3,1,2,"To generate ideas, To write an assignment, To research information",5,Yes,Unreliable source,Instant response and feedback,3,Yes,No,Yes,Yes,Yes,5,3,No,Yes,No,No,No,No,3,Yes,2,3,2,2,Plagiarism (Ex. Writing report paper),4,3,2
Senior,Engineering,,Kowloon,Hong Kong,I don't know,No,Yes,5,Between 30 - 40 hours,Youtube,"Time consuming, Too much information",Only for studying,4,4,2,3,5,5,5,4,4,1,4,4,1,4,4,4,5,4,4,2,"To understand new concepts, To write an assignment, To research information, To solve problems",5,Yes,"Inaccurate of information, Generating irrelevant content","New ideas, Problem solving, Instant response and feedback, Providing personal learning needs",5,No,Yes,No,No,No,5,3,Yes,Yes,No,No,Yes,No,4,Yes,2,4,3,3,Plagiarism (Ex. Writing report paper),3,4,3
Junior,Business Administration,,Kowloon,Hong Kong,No,No,Yes,2,Between 20 - 30 hours,Google,Time consuming,for fun,2,3,4,4,4,1,1,1,4,4,4,2,4,2,2,4,5,3,2,2,"To understand new concepts, To write an assignment, To research information, To solve problems",4,Yes,"Inaccurate of information, Generating irrelevant content",Instant response and feedback,2,Yes,Yes,No,No,No,4,2,Yes,Yes,No,Yes,Yes,Yes,4,Yes,2,2,2,4,"Biased (Ex. Politically biased information based on trained data), Plagiarism (Ex. Writing report paper), Intellectual Property (Ex. Usage of unauthorized IP during model training)",2,2,4
